,noncashadjustmentstonetincome,saleofinvestments,netincome
0,0.3684097704067242,0.09292995700523336,0.2295455348779669
1,0.3727534269757996,0.01,0.3447214711132319
2,0.378450950527444,0.13920442872244654,0.4241711291377269
3,0.2730749703841597,0.008901522933655079,0.5634687096831204
4,0.6887572629322503,0.20361066389747004,0.6726843751656858
5,0.9549275117053084,0.3819773110154012,0.9332219924712368
6,0.01,0.5648264707310605,1.0
7,1.0,1.0000000000000002,0.01
