,close,date
0,100.0,2012-01-03
1,102.1918129340405,2012-01-04
2,102.69874293081725,2012-01-05
3,102.25041755794533,2012-01-06
4,99.55167462712808,2012-01-09
5,99.95604653207138,2012-01-10
6,101.85483634658775,2012-01-11
7,101.86069680897823,2012-01-12
8,103.91185864564713,2012-01-13
9,103.54850997743722,2012-01-17
10,104.55650950860023,2012-01-18
11,104.92864887039588,2012-01-19
12,104.43050956720487,2012-01-20
13,105.62311366366806,2012-01-23
14,105.66413690040145,2012-01-24
15,106.40841562399274,2012-01-25
16,107.19078735312216,2012-01-26
17,107.46915931667009,2012-01-27
18,107.74167081782753,2012-01-30
19,107.62446157001789,2012-01-31
20,108.53869370293317,2012-02-01
21,106.31464822574502,2012-02-02
22,109.06027485568612,2012-02-03
23,108.89618190875261,2012-02-06
24,109.59650716441527,2012-02-07
25,109.59650716441527,2012-02-08
26,110.32027426963988,2012-02-09
27,110.30855334485892,2012-02-10
28,110.60157646438306,2012-02-13
29,111.038180912474,2012-02-14
30,110.09757669880155,2012-02-15
31,111.9465525829988,2012-02-16
32,112.72599408093299,2012-02-17
33,112.39780818706596,2012-02-21
34,112.79924986081403,2012-02-22
35,113.34134263193367,2012-02-23
36,113.52301696603863,2012-02-24
37,113.9537609517391,2012-02-27
38,114.85334192867818,2012-02-28
39,114.34348170070619,2012-02-29
40,115.48041140445982,2012-03-01
41,115.56538810912181,2012-03-02
42,115.15222551059279,2012-03-05
43,113.48785419169573,2012-03-06
44,114.89436516541156,2012-03-07
45,116.67594573211827,2012-03-08
46,116.65836434494682,2012-03-09
47,116.48255047323235,2012-03-12
48,117.2238989656284,2012-03-13
49,117.20924780965218,2012-03-14
50,119.28385149588303,2012-03-15
51,120.40613004366045,2012-03-16
52,121.28812963342808,2012-03-19
53,120.98045535792775,2012-03-20
54,121.92985026518595,2012-03-21
55,122.52175696662466,2012-03-22
56,121.75403639347145,2012-03-23
57,124.44691886189821,2012-03-26
58,123.47115187388286,2012-03-27
59,123.09608228089196,2012-03-28
60,123.25138453423978,2012-03-29
61,122.48366396108653,2012-03-30
62,122.60087320889619,2012-04-02
63,123.73194245025933,2012-04-03
64,122.20236176634336,2012-04-04
65,124.52896533536497,2012-04-05
66,124.91868608433205,2012-04-09
67,122.07929205614325,2012-04-10
68,123.84915169806898,2012-04-11
69,126.9434758402438,2012-04-12
70,129.04738183842707,2012-04-13
71,126.62115040876726,2012-04-16
72,126.71198757581973,2012-04-17
73,128.3763588947168,2012-04-18
74,126.22849942860492,2012-04-19
75,122.85287309168694,2012-04-20
76,122.2609663902482,2012-04-23
77,118.0472939314912,2012-04-24
78,121.01561813227065,2012-04-25
79,121.52840859143788,2012-04-26
80,122.89682655961556,2012-04-27
81,121.35552495091865,2012-04-30
82,123.03747765698714,2012-05-01
83,123.89017493480236,2012-05-02
84,121.52840859143788,2012-05-03
85,119.51826999150234,2012-05-04
86,119.27799103349257,2012-05-07
87,118.21431710961996,2012-05-08
88,117.73082896240514,2012-05-09
89,119.4098514372784,2012-05-10
90,119.62668854572627,2012-05-11
91,117.18580596009025,2012-05-14
92,118.09710786181031,2012-05-15
93,118.5366425410965,2012-05-16
94,115.59762065226947,2012-05-17
95,114.9031558589973,2012-05-18
96,115.25478360242624,2012-05-21
97,115.90822515896505,2012-05-22
98,118.95273537082076,2012-05-23
99,117.68101503208604,2012-05-24
100,117.33231751985232,2012-05-25
101,122.40454771881502,2012-05-29
102,120.90133911565623,2012-05-30
103,121.03905998183258,2012-05-31
104,116.37120168781317,2012-06-01
105,116.35655053183696,2012-06-04
106,117.74841034957659,2012-06-05
107,120.4940369795177,2012-06-06
108,118.39892167492016,2012-06-07
109,119.3600375069593,2012-06-08
110,116.72575966243738,2012-06-11
111,117.26492220236177,2012-06-12
112,115.97855070765085,2012-06-13
113,116.69645735048496,2012-06-14
114,117.9271544524863,2012-06-15
115,121.4463621179711,2012-06-18
116,122.05585020658131,2012-06-19
117,122.33715240132447,2012-06-20
118,120.15706039206493,2012-06-21
119,121.74524569988573,2012-06-22
120,120.68157177601313,2012-06-25
121,121.72473408151903,2012-06-26
122,114.80059776716384,2012-06-27
123,110.45506490462098,2012-06-28
124,111.33413426319338,2012-06-29
125,112.36264541272307,2012-07-02
126,111.4572039733935,2012-07-03
127,112.18683154100857,2012-07-05
128,112.37143610630879,2012-07-06
129,113.31204031998124,2012-07-09
130,111.31655287602193,2012-07-10
131,111.48650628534592,2012-07-11
132,112.38315703108975,2012-07-12
133,114.97348140768307,2012-07-13
134,115.55073695314563,2012-07-16
135,116.88985260937088,2012-07-17
136,116.64078295777537,2012-07-18
137,118.34031705101533,2012-07-19
138,92.88246842675888,2012-07-20
139,89.66800480557917,2012-07-23
140,86.23963430714684,2012-07-24
141,86.87549447651422,2012-07-25
142,84.93568142526446,2012-07-26
143,86.75828522870455,2012-07-27
144,85.30782078706012,2012-07-30
145,85.65944853048906,2012-07-31
146,82.2427989568377,2012-08-01
147,83.1511706273625,2012-08-02
148,87.21833152635742,2012-08-03
149,85.50707650833651,2012-08-06
150,89.19916781434057,2012-08-07
151,87.3355407741671,2012-08-08
152,87.08647112257158,2012-08-09
153,86.55609927623291,2012-08-10
154,85.78837870307967,2012-08-13
155,86.97805256834765,2012-08-14
156,87.3150291558004,2012-08-15
157,87.84540100213908,2012-08-16
158,87.64321504966743,2012-08-17
159,87.61391273771501,2012-08-20
160,87.01907580508103,2012-08-21
161,87.02786649866675,2012-08-22
162,85.55982066985085,2012-08-23
163,86.4418202596185,2012-08-24
164,85.84112286459404,2012-08-27
165,86.16930875846104,2012-08-28
166,85.92609956925602,2012-08-29
167,84.98549535558355,2012-08-30
168,84.57819321944503,2012-08-31
169,83.80168195270608,2012-09-04
170,84.55768160107833,2012-09-05
171,88.58967972573036,2012-09-06
172,95.62809505669999,2012-09-07
173,97.52102440882587,2012-09-10
174,97.43311747296862,2012-09-11
175,99.00958185600844,2012-09-12
176,99.86227913382366,2012-09-13
177,98.5876285638937,2012-09-14
178,101.62627831335892,2012-09-17
179,100.07911624227152,2012-09-18
180,100.58018577665779,2012-09-19
181,99.30260497553257,2012-09-20
182,98.57297740791749,2012-09-21
183,97.58255926392593,2012-09-24
184,94.78418847247049,2012-09-25
185,93.41870073548803,2012-09-26
186,93.85823541477423,2012-09-27
187,93.0465613736924,2012-09-28
188,92.63339877516337,2012-10-01
189,88.77428429103057,2012-10-02
190,88.10326134732031,2012-10-03
191,86.1517273712896,2012-10-04
192,82.31898496791399,2012-10-05
193,83.96870513083482,2012-10-08
194,84.02144929234917,2012-10-09
195,83.98628651800627,2012-10-10
196,83.91010050693001,2012-10-11
197,85.1144255281742,2012-10-12
198,86.48284349635188,2012-10-15
199,85.53344858909368,2012-10-16
200,84.97670466199784,2012-10-17
201,83.78410056553463,2012-10-18
