year,accountspayable,accountsreceivable,accruedexpenses,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,adj_close
2010,0.01,0.01,0.01,0.8419866871479774,0.01,0.8173771988256482,0.6884685638374101,0.01,0.01,0.12986173811844132,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.9421430123634615,0.01,0.10217403330198627,0.7003468073324977,0.01,0.10217403330198627,0.10217403330198627,0.01,0.01,0.01,0.01,0.01,0.52899936265137
2011,0.2990709626408381,0.2935456503295699,0.11158072696534227,0.3746543778801844,0.01,0.8978856734019194,0.7777384949488767,0.01,0.01,1.0,0.2936962750716333,0.22300675476373089,0.12870322617615038,0.3342147012162877,0.7625570722044994,0.03894091055860516,0.22274655038528168,0.5636873645288791,0.2014382062620036,1.0000000000000002,0.2755993829121799,0.45481630169354936,0.8250225861918221,0.16365052829759952,0.45481630169354936,0.45481630169354936,0.09983731889872927,0.2755993829121799,0.5150975644495086,0.08133883496515998,0.01,0.8441682600382392
2012,0.424787507412532,0.580043072505384,0.24055065813307575,0.01,0.01,0.9470801569091851,0.4929585760962575,0.01,0.01,0.97351078947346,0.31124641833810884,0.4697031148604802,0.3250243539052202,0.4193107703155299,0.2511415354141903,0.2066515983209558,0.353682575712323,0.6551064643631261,0.40184912233686176,0.7961747445321343,0.4954924261274678,0.7660642173559142,0.48596741759682893,0.2986220440491456,0.7660642173559142,0.7660642173559142,0.16570127956346026,0.4954924261274678,0.6694915254237288,0.127169560982954,0.01,0.4483747609942641
2013,0.8082625024708439,0.17848985185668598,0.3177353781749387,0.4055811571940605,0.01,1.0,0.6255376817073465,0.01,0.01,0.2329758356802892,0.556948424068768,0.6765419444280574,0.5328061429144462,0.29093953816322937,0.01,0.5702292541168874,0.693805626904008,0.7072548769603466,0.5359838696298563,0.3472288630068372,0.6920953806459516,1.0,0.3539766269343978,0.45532598639897426,1.0,1.0,0.24505755847036004,0.6920953806459516,0.6544651759008688,0.1841039225003881,0.01,0.3897386870618227
2014,0.9999999999999998,0.5713633100567774,0.5587690697580808,0.7992319508448541,0.01,0.5056867243974046,0.8599964644746901,0.01,0.3918918918508035,0.01,0.6602793696275072,0.778866291074273,0.6778981147212193,0.6608937070333158,0.01,0.5555699063609947,0.847261214981184,0.7335203366058904,0.7107954799231765,0.01,0.8306874863624356,0.5831561810983175,0.6594585142657301,0.6969308425170013,0.5831561810983175,0.5831561810983175,0.5695115189891886,0.8306874863624356,0.5098988748041589,0.5325745849075245,0.01,1.0
2015,0.9102589444554259,1.0,0.7848085979954113,0.9999999999999999,0.01,0.027489946463375547,1.0,0.01,0.6790540540323684,0.01,0.8184097421203439,0.8543891215857471,0.8397226519970202,1.0000000000000002,0.01,0.7114627058443657,0.9637417119646376,0.47048323345658544,0.9999999999999999,0.01,0.9630704329950579,0.32864176261863953,0.9999999999999998,0.8571080778407154,0.32864176261863953,0.32864176261863953,0.8131246443630635,0.9630704329950579,0.681811707733941,0.8003745124515979,0.01,0.78521351179095
2016,0.785860183171905,0.30392220844482154,1.0,0.393599590373784,0.01,0.01,0.01,0.01,0.9999999999999999,0.01,1.0,1.0,1.0,0.5997708443504319,0.01,1.0,1.0,0.9999999999999998,0.7630915692017125,0.01,1.0000000000000002,0.01,0.01,1.0000000000000002,0.01,0.01,1.0,1.0000000000000002,0.9999999999999998,0.9999999999999999,0.01,0.6523263224984057
