year,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock,adj_close
2009,0.01,0.01,0.01,0.8391792176286262,0.3971410045689643,0.01,0.01,0.9919830228530606,0.01,0.01,0.01,0.01,0.01,0.01,0.43838721746594184,0.72180449036124,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9999999999999999,0.0
2010,0.1401312852395047,0.025078457744900223,0.0782794032164309,0.8975032851511169,0.4130403968816443,0.0779035732985417,0.44914391653640623,0.01,0.2559532338023327,0.01,0.01,0.1527063181724635,0.06066129353800587,0.09462450419652446,0.695050289411713,0.9097744293063481,0.2288103462802258,0.12237807232016473,0.05517961148705525,0.09210262247604303,0.20472673802502195,0.09078222981796491,0.07540261127838077,0.1935159601250407,0.11634936539746166,0.07540261127838077,0.07540261127838077,0.1441271890711937,0.09078222981796491,0.01632161836891996,0.17096586814108838,0.01,0.9345750780461511,0.2087700176071099
2011,0.3497412324939235,0.10160277964581932,0.155416636922669,0.8561609218639442,0.9450457650376223,0.19567593395305982,0.05641789959649569,0.9999999999999999,0.5397885205031951,0.01,0.20586445862605912,0.33947314262193873,0.17318522004895465,0.2020960708259374,1.0,1.0,0.3429943550425478,0.22867069875176937,0.23657543009123655,0.2027121183896488,0.01370485680409858,0.2629923206512279,0.23921508613821008,0.3624863670410653,0.3078378980182588,0.23921508613821008,0.23921508613821008,0.33656849925868393,0.2629923206512279,0.2171482918869702,0.36432774329571993,0.01,0.9017556443607037,0.418512618428775
2012,0.5534152350402619,0.33728424120152434,0.2570391295036661,0.9397553825937531,0.707731049353861,0.3959068292948107,0.2788178414337126,0.01,0.8690431842278707,0.01,0.30639918193123883,0.564107841119572,0.34518929111575114,0.33233624789078087,0.6603208838611705,0.01,0.7761605864015503,0.3968601209625531,0.43769989563343775,0.34576936495961974,0.2746612121062763,0.4009852792163129,0.38080733555959123,0.44328778042084704,0.471492985971944,0.38080733555959123,0.38080733555959123,0.4505260336026875,0.4009852792163129,0.3421439722098266,0.4302679560685434,0.01,0.7895676287147823,0.3509683910455269
2013,0.5587393971461169,0.5394810580587313,0.426222988200981,1.0,0.709691331031259,0.5435868604241951,0.24964557054055037,0.01,0.7390606642404793,0.01,0.5038422702624791,0.7645606091788434,0.4898875360302902,0.47303486511954085,0.8030899927371966,0.01,0.805291094447721,0.5558272208638957,0.6675083324916675,0.5142671300760879,0.5612583824161621,0.5941246149126681,0.5860437918081477,0.6562555043349696,0.5403863282119795,0.5860437918081477,0.5860437918081477,0.5825158794855103,0.5941246149126681,0.5290214691710277,0.6232210664457902,0.01,0.7177858406375366,0.7455688773371341
2014,0.7338580333669538,0.8427482627213629,0.7239213126791013,0.7928838572728192,1.0,0.7139601555324755,0.24272056417899596,0.01,0.9310255895922288,0.01,0.7963957947695744,1.0,0.7053512943923902,0.6191736243507988,0.05759623214560816,0.01,0.7809419496166484,0.7562304293741688,0.6874053125946873,0.7434541017805996,0.790232174786897,0.887869486794049,0.9188459494578146,1.0,0.7991371632153196,0.9188459494578146,0.9188459494578146,0.7027568209297363,0.887869486794049,0.8011040343530776,0.6096350160816668,0.01,0.672134849693009,1.0
2015,1.0,0.9392512889486662,1.0,0.01,0.4829078516820725,0.9052284776643806,0.9999999999999999,0.01,0.6749577327563976,0.01,1.0,0.9702613706523976,0.8705862426121979,0.7974875638244254,0.294055505425094,0.01,0.897716741090235,0.9544031227212284,0.8614618052048615,0.9881962333747408,1.0,0.9999999999999999,0.9999999999999999,0.9201789142382357,0.989696058784235,0.9999999999999999,0.9999999999999999,0.9274604312217221,0.9999999999999999,1.0,0.8673289373191484,0.01,0.4210575001563248,0.6568122746709146
2016,0.8785363514608377,1.0,0.9781152163493405,0.011220054584049288,0.01,1.0,0.03587916681813225,0.01,1.0,0.01,0.20074999316467182,0.9677917266927353,0.9999999999999999,1.0,0.01,0.01,1.0,1.0,1.0,0.9999999999999999,0.7662562055208257,0.6036638369753017,0.4907164764379125,0.40017293619686267,1.0,0.4907164764379125,0.4907164764379125,1.0,0.6036638369753017,0.2592272060027736,1.0,0.01,0.01,0.4848830384841117
