,weightedavedilutedsharesos,weightedavebasicdilutedsharesos,weightedavebasicsharesos
0,0.5934826883910391,0.6585365853658534,0.6695652173913045
1,0.8012219959266806,0.7317073170731705,0.7434782608695647
2,1.0,0.9268292682926828,0.8711670480549198
3,0.9417515274949082,0.9999999999999992,0.9542334096109836
4,0.9494908350305497,0.9999999999999992,1.0
5,0.8315682281059065,0.9268292682926828,0.8892448512585807
6,0.40692464358452174,0.463414634146341,0.4334096109839818
7,0.01,0.01,0.01
