,grossmargin,fcffgrowth,adj_close
0,0.01,0.4792614619043228,0.3706111833550067
1,0.008496620294863755,0.4792614619043228,0.5596879063719116
2,0.9565836101626788,0.4792614619043228,1.0
3,0.9795046179293012,0.4792614619043228,0.7854356306892061
4,0.9850396647554276,0.4792614619043228,0.8169050715214565
5,0.971950526476282,0.4792614619043228,0.6611183355006509
6,0.9568146221337192,0.4792614619043228,0.6265279583875174
7,0.9721630574896392,0.4792614619043228,0.8176853055916786
8,0.9484750899791629,0.4792614619043228,0.493888166449935
9,0.9663600367771056,0.4792614619043228,0.94772431729519
10,0.956454243458896,0.4792614619043228,0.6031209362808845
11,0.9959942524221606,0.5159003811560648,0.38387516254876336
12,0.9102610897296696,0.458651849428127,0.4460338101430423
13,0.8642619860561176,0.4971551410653584,0.5037711313394013
14,0.8863236292904697,0.5068622303929138,0.5461638491547474
15,0.9272728112770804,0.5132478153438905,0.5742522756827049
16,0.903894399807798,0.5703676886003358,0.9440832249674924
17,0.9190487851080442,0.5874311786708192,0.4889466840052006
18,0.9163043628920852,0.5951561367793431,0.8983094928478559
19,1.0,0.6209196751181248,0.7573472041612486
20,0.9835057452677196,0.7622528226589369,0.7687906371911588
21,0.9875761761974506,1.0000000000000002,0.950325097529261
22,0.9450514925683448,0.7604075780694584,0.7781534460338106
23,0.963629475279409,0.476745141566528,0.5628088426527946
24,0.8997269438502302,0.26153980467635074,0.6603381014304289
25,0.9058672420404824,0.26895925234467777,0.7193758127438248
26,0.8778870721080767,0.01,0.6070221066319896
27,0.8612773113902761,0.13251288267747252,0.43016905071521466
28,0.7558988906805151,0.4372033922665359,0.5256143509719582
