,weightedavebasicsharesos,weightedavedilutedsharesos,otherspecialcharges
0,0.6695652173913045,0.5934826883910391,0.3625912408759125
1,0.7434782608695647,0.8012219959266806,0.4928832116788322
2,0.8711670480549198,1.0,0.6104014598540146
3,0.9542334096109836,0.9417515274949082,0.8737226277372263
4,1.0,0.9494908350305497,1.0
5,0.8892448512585807,0.8315682281059065,0.2410583941605841
6,0.4334096109839818,0.40692464358452174,0.01
7,0.01,0.01,0.6067518248175183
