year,acquisitions,cashincometaxespaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,adj_close
2009,1.0,0.11596223109120996,0.01,0.8867286580726965,0.3806817497682148,0.01,0.01,0.9536030738348429,0.5340696505646544,0.01,0.9536030738348429,0.5340696505646544,0.01,0.8709758095813029,0.22954553487796692,0.22954553487796692,0.3684097704067242,0.28481168458193157,0.9106140457350277,0.9726493026705213,0.9999999999999999,0.9734146098867528,0.09292995700523335,0.0
2010,0.01,0.34376715662416035,0.08950152833294145,0.989010989010989,0.01,1.0,0.01,0.9134818938073803,0.3890060899899485,0.06747538702876898,0.9134818938073803,0.3890060899899485,0.06747538702876898,0.508047662167795,0.3447214711132319,0.3447214711132319,0.3727534269757996,0.17928940674489208,0.7765351143643848,1.0,0.9999999999999999,0.9184986830666527,0.01,0.2087700176071099
2011,0.6915789437285318,0.12618709237807843,0.16023983070773573,0.8434065934065934,0.9562678354264248,0.03252124591077691,0.01,0.9999999999999999,0.364957133565896,0.3559103072806127,0.9999999999999999,0.364957133565896,0.3559103072806127,1.0,0.42417112913772687,0.42417112913772687,0.37845095052744404,0.5123765761330379,0.6723986899474339,0.7395263241019867,0.42028983476860693,1.0,0.13920442872244657,0.418512618428775
2012,1.0,0.4459184269444174,0.2683047260757113,0.967032967032967,0.3055833162755416,0.01,1.0,0.8531234028928036,0.19315910837817057,0.3768901886462097,0.8531234028928036,0.19315910837817057,0.3768901886462097,0.2666839147370388,0.5634687096831204,0.5634687096831204,0.27307497038415973,0.9831514455293892,0.6183899086722541,0.42440618841286315,0.9999999999999999,0.8016087383920625,0.008901522933655079,0.3509683910455269
2013,1.0,0.5338693663000097,0.4084881260286858,1.0,0.4333481836461933,0.01,0.49712642233121906,0.9063034549854374,0.10705256311712874,0.6343580752550024,0.9063034549854374,0.10705256311712874,0.6343580752550024,0.4947608986244663,0.6726843751656858,0.6726843751656858,0.6887572629322503,0.506810535816854,0.30701036161432804,0.4045678342615038,0.9999999999999999,0.9026089360289454,0.20361066389747004,0.7455688773371341
2014,1.0,1.0,0.5780155184575594,0.8393913778529163,0.40130763025129135,0.01,0.01,0.9476992420090761,0.01,0.9970447872081165,0.9476992420090761,0.01,0.9970447872081165,0.7696146493611027,0.9332219924712369,0.9332219924712369,0.9549275117053083,0.2782609884849977,0.06859120585105094,0.04293159922267176,0.6811593873836044,0.9679259882167082,0.3819773110154012,1.0
2015,1.0,0.8748564197410688,0.8118974841288503,0.01,0.8319707167884793,0.01,0.01,0.5539836086771794,0.0646887009992313,1.0,0.5539836086771794,0.0646887009992313,1.0,0.01,1.0,1.0,0.01,0.9999999999999999,0.01,0.009778406476820933,0.01,0.4869617785769369,0.5648264707310605,0.6568122746709146
2016,1.0,0.01,1.0,0.9099746407438715,0.9999999999999999,0.01,0.14942526291451905,0.01,0.9999999999999999,0.20955984128448835,0.01,0.9999999999999999,0.20955984128448835,0.032584479611343475,0.01,0.01,1.0,0.01,1.0,0.01,0.9999999999999999,0.01,1.0000000000000002,0.4848830384841117
