,evtoocf,assetturnover,roicnnepspread
0,0.01,0.01,0.4427013400731907
1,0.5919707502465542,0.7909482758620685,0.6160107811389306
2,0.7149111201982054,0.875,0.7366404049179897
3,0.534418973853222,0.8030172413793109,0.8365140325935287
4,0.9625429966564836,0.727586206896552,0.8369040096885451
5,0.9603973732951676,1.0,1.0
6,0.5008683520554206,0.5810344827586205,0.93007233499197
7,1.0,0.27715517241379306,0.01
