,weightedavedilutedsharesos,weightedavebasicdilutedsharesos,weightedavebasicsharesos
0,1.0,1.0,1.0
1,0.8426243567752998,0.75,0.787285085965614
2,0.8597770154373929,0.75,0.7804878048780495
3,0.8632075471698109,0.875,0.8988404638144747
4,0.6479416809605478,0.625,0.6765293882447025
5,0.7469982847341328,0.6666666666666661,0.70891643342663
6,0.7392795883361921,0.7083333333333339,0.7305077968812483
7,0.01,0.01,0.01
