,totalinterestexpense,dilutedeps,basicdilutedeps
0,0.15368852459016394,0.01,0.01
1,0.1598360655737705,0.2428571428571429,0.2605633802816902
2,0.11372951331967215,0.4285714285714286,0.4577464788732394
3,0.01,0.4357142857142858,0.4436619718309861
4,0.04559426229508198,0.1785714285714286,0.1830985915492958
5,0.23565573770491804,0.35,0.3521126760563381
6,0.6337090163934427,0.8928571428571429,0.8943661971830987
7,1.0,1.0,1.0
