,noncurrentdeferredtaxliabilities,othernoncurrentassets,cashandequivalents
0,0.01,0.01,0.8419866871479774
1,0.3342147012162877,0.038940910558605164,0.3746543778801844
2,0.4193107703155299,0.2066515983209558,0.01
3,0.29093953816322937,0.5702292541168874,0.4055811571940605
4,0.6608937070333158,0.5555699063609947,0.7992319508448541
5,1.0000000000000002,0.7114627058443657,1.0
6,0.5997708443504319,1.0,0.393599590373784
