,weightedavedilutedsharesos,weightedavebasicsharesos,weightedavebasicdilutedsharesos
0,1.0,1.0,1.0
1,0.8426243567752998,0.787285085965614,0.75
2,0.8597770154373929,0.7804878048780495,0.75
3,0.8632075471698109,0.8988404638144747,0.875
4,0.6479416809605478,0.6765293882447025,0.625
5,0.7469982847341328,0.70891643342663,0.6666666666666661
6,0.7392795883361921,0.7305077968812483,0.7083333333333339
7,0.01,0.01,0.01
