,othernoncurrentassets,noncurrentnotereceivables,totalnoncurrentassets
0,0.01,1.0,0.01
1,0.038940910558605164,0.7625570722044994,0.5150975644495086
2,0.2066515983209558,0.2511415354141903,0.6694915254237288
3,0.5702292541168874,0.01,0.6544651759008688
4,0.5555699063609947,0.01,0.5098988748041589
5,0.7114627058443657,0.01,0.6818117077339411
6,1.0,0.01,0.9999999999999998
