,increasedecreaseinoperatingcapital,otherinvestingactivitiesnet,purchaseofplantpropertyandequipment
0,1.0,0.4241071171476392,0.9999999999999998
1,0.3817295188556568,0.4464285467155601,0.8318169865895344
2,0.01,0.4642856903698969,0.4015426417740379
3,0.06690507152145643,1.0,0.1381014988167235
4,0.4562418725617686,0.12499996093749828,0.01
5,0.01540962288686609,0.01,0.5072486633359627
6,0.48803641092327704,0.01,0.5432553247436234
7,0.6390117035110533,0.01,0.1349285651678498
