,name,count,pos,norm
166,co workers,15,,1.0
203,flexible hours,8,,0.5
189,fast paced,8,,0.5
255,good food,8,,0.5
250,people work,8,,0.5
102,decent money,7,,0.4285714285714286
335,always busy,7,,0.4285714285714286
1102,free food,7,,0.4285714285714286
70,money great,7,,0.4285714285714286
273,great people,7,,0.4285714285714286
849,easy pick,6,,0.3571428571428571
1067,cheesecake factory,6,,0.3571428571428571
682,great benefits,6,,0.3571428571428571
838,great food,6,,0.3571428571428571
173,food good,6,,0.3571428571428571
842,money good,6,,0.3571428571428571
916,place work,6,,0.3571428571428571
451,good money,6,,0.3571428571428571
1,company work,5,,0.2857142857142857
101,make decent,5,,0.2857142857142857
93,flexible schedule,5,,0.2857142857142857
702,benefits great,5,,0.2857142857142857
256,food flexible,5,,0.2857142857142857
501,work environment,5,,0.2857142857142857
500,flexible work,5,,0.2857142857142857
985,schedule flexible,5,,0.2857142857142857
0,great company,5,,0.2857142857142857
69,great money,5,,0.2857142857142857
139,fun work,5,,0.2857142857142857
135,free soup,5,,0.2857142857142857
212,free cheesecake,5,,0.2857142857142857
515,make great,4,,0.21428571428571427
330,pretty good,4,,0.21428571428571427
56,work hard,4,,0.21428571428571427
1339,great great,4,,0.21428571428571427
1210,pick shifts,4,,0.21428571428571427
839,food great,4,,0.21428571428571427
468,good pay,4,,0.21428571428571427
216,soup bread,4,,0.21428571428571427
924,fun environment,4,,0.21428571428571427
254,environment good,4,,0.21428571428571427
505,high volume,4,,0.21428571428571427
5,flexible scheduling,4,,0.21428571428571427
1468,work great,4,,0.21428571428571427
933,schedule make,4,,0.21428571428571427
25,free meal,4,,0.21428571428571427
112,hours great,4,,0.21428571428571427
114,employees great,4,,0.21428571428571427
845,work schedule,4,,0.21428571428571427
693,people love,3,,0.14285714285714285
292,easy get,3,,0.14285714285714285
1271,money made,3,,0.14285714285714285
1284,pros working,3,,0.14285714285714285
2150,work make,3,,0.14285714285714285
1190,work good,3,,0.14285714285714285
619,training program,3,,0.14285714285714285
688,volume restaurant,3,,0.14285714285714285
98,make good,3,,0.14285714285714285
106,tips good,3,,0.14285714285714285
124,coworkers nice,3,,0.14285714285714285
900,fun people,3,,0.14285714285714285
680,school schedules,3,,0.14285714285714285
673,hard working,3,,0.14285714285714285
1326,employee discount,3,,0.14285714285714285
858,discounted meals,3,,0.14285714285714285
1088,nice people,3,,0.14285714285714285
1127,great pay,3,,0.14285714285714285
328,work food,3,,0.14285714285714285
336,busy good,3,,0.14285714285714285
337,good benefits,3,,0.14285714285714285
533,part time,3,,0.14285714285714285
54,great staff,3,,0.14285714285714285
1151,big staff,3,,0.14285714285714285
764,paced environment,3,,0.14285714285714285
790,great tips,3,,0.14285714285714285
307,great friends,3,,0.14285714285714285
1001,start job,2,,0.07142857142857142
1013,working cheesecake,2,,0.07142857142857142
1214,get meet,2,,0.07142857142857142
1701,big plus,2,,0.07142857142857142
1083,nice perk,2,,0.07142857142857142
1722,restaurant job,2,,0.07142857142857142
597,work like,2,,0.07142857142857142
2324,swap shifts,2,,0.07142857142857142
204,hours friendly,2,,0.07142857142857142
205,friendly coworkers,2,,0.07142857142857142
1567,well school,2,,0.07142857142857142
1580,transfer cheesecake,2,,0.07142857142857142
1719,good atmosphere,2,,0.07142857142857142
888,benefits really,2,,0.07142857142857142
1016,meet lot,2,,0.07142857142857142
2485,fun place,2,,0.07142857142857142
211,scheduling free,2,,0.07142857142857142
408,generally good,2,,0.07142857142857142
2252,great training,2,,0.07142857142857142
1167,pay good,2,,0.07142857142857142
1017,lot people,2,,0.07142857142857142
1542,supportive co,2,,0.07142857142857142
1037,free bread,2,,0.07142857142857142
1273,restaurant always,2,,0.07142857142857142
1038,bread soup,2,,0.07142857142857142
2096,gain experience,2,,0.07142857142857142
1741,thorough food,2,,0.07142857142857142
636,like family,2,,0.07142857142857142
1266,great work,2,,0.07142857142857142
1265,lot employees,2,,0.07142857142857142
1740,training thorough,2,,0.07142857142857142
179,staff really,2,,0.07142857142857142
2144,almost always,2,,0.07142857142857142
1896,tips get,2,,0.07142857142857142
188,pay fast,2,,0.07142857142857142
1043,workers fun,2,,0.07142857142857142
625,food free,2,,0.07142857142857142
872,decent food,2,,0.07142857142857142
1887,paid time,2,,0.07142857142857142
1248,staff awesome,2,,0.07142857142857142
1751,people great,2,,0.07142857142857142
1048,cheesecake restaurant,2,,0.07142857142857142
200,money short,2,,0.07142857142857142
1786,million dollar,2,,0.07142857142857142
246,6 months,2,,0.07142857142857142
1621,super flexible,2,,0.07142857142857142
275,front desk,2,,0.07142857142857142
923,time fun,2,,0.07142857142857142
1612,work place,2,,0.07142857142857142
1152,staff get,2,,0.07142857142857142
642,coworkers get,2,,0.07142857142857142
926,good great,2,,0.07142857142857142
1616,great atmosphere,2,,0.07142857142857142
927,great job,2,,0.07142857142857142
1174,high quality,2,,0.07142857142857142
1194,pay benefits,2,,0.07142857142857142
558,team work,2,,0.07142857142857142
1153,get days,2,,0.07142857142857142
291,hours easy,2,,0.07142857142857142
549,full time,2,,0.07142857142857142
550,great employee,2,,0.07142857142857142
2407,good systems,2,,0.07142857142857142
1625,easy talk,2,,0.07142857142857142
937,staff friendly,2,,0.07142857142857142
320,systems place,2,,0.07142857142857142
1195,great team,2,,0.07142857142857142
1089,work coworkers,2,,0.07142857142857142
976,restaurant many,2,,0.07142857142857142
994,easy money,2,,0.07142857142857142
296,coworkers fun,2,,0.07142857142857142
1203,easy side,2,,0.07142857142857142
1689,new restaurant,2,,0.07142857142857142
1683,get good,2,,0.07142857142857142
2151,make money,2,,0.07142857142857142
365,good tips,2,,0.07142857142857142
253,friendly environment,2,,0.07142857142857142
518,time great,2,,0.07142857142857142
264,nice helpful,2,,0.07142857142857142
1126,family great,2,,0.07142857142857142
1199,every day,2,,0.07142857142857142
521,work forthe,2,,0.07142857142857142
344,well good,2,,0.07142857142857142
339,free meals,2,,0.07142857142857142
915,great place,2,,0.07142857142857142
262,coworkers really,2,,0.07142857142857142
1136,get job,2,,0.07142857142857142
925,environment work,2,,0.07142857142857142
1872,great experience,2,,0.07142857142857142
643,get along,2,,0.07142857142857142
1518,management staff,2,,0.07142857142857142
141,atmosphere managers,2,,0.07142857142857142
15,large friendly,2,,0.07142857142857142
16,friendly staff,2,,0.07142857142857142
840,great sometimes,2,,0.07142857142857142
744,pay great,2,,0.07142857142857142
20,get discounted,2,,0.07142857142857142
127,good beginning,2,,0.07142857142857142
126,hours good,2,,0.07142857142857142
21,discounted food,2,,0.07142857142857142
741,schedule good,2,,0.07142857142857142
24,sometimes free,2,,0.07142857142857142
740,flexibility schedule,2,,0.07142857142857142
674,working people,2,,0.07142857142857142
1497,good place,2,,0.07142857142857142
1385,good managers,2,,0.07142857142857142
1383,pretty cool,2,,0.07142857142857142
1381,people meet,2,,0.07142857142857142
1437,excellent training,2,,0.07142857142857142
99,good friends,2,,0.07142857142857142
1328,meal plan,2,,0.07142857142857142
1481,flexible schedules,2,,0.07142857142857142
1338,environment great,2,,0.07142857142857142
1340,great opportunities,2,,0.07142857142857142
81,want work,2,,0.07142857142857142
1473,online app,2,,0.07142857142857142
806,opportunity make,2,,0.07142857142857142
791,tips challenging,2,,0.07142857142857142
766,fun interactions,2,,0.07142857142857142
1431,job gain,2,,0.07142857142857142
11,food taste,2,,0.07142857142857142
1419,really good,2,,0.07142857142857142
159,good experience,2,,0.07142857142857142
646,feel like,2,,0.07142857142857142
1401,work double,2,,0.07142857142857142
652,good people,2,,0.07142857142857142
1287,cash every,2,,0.07142857142857142
155,host staff,2,,0.07142857142857142
1519,staff always,2,,0.07142857142857142
1798,learn job,1,,0.0
1987,meals discount,1,,0.0
1808,401k insuranceok,1,,0.0
1990,friendsgood people,1,,0.0
1969,makes feel,1,,0.0
1807,good 401k,1,,0.0
1970,feel prepared,1,,0.0
1989,dining friendsgood,1,,0.0
1749,money stablenice,1,,0.0
1971,prepared job,1,,0.0
1806,employee good,1,,0.0
1799,job roles,1,,0.0
1972,job discounts,1,,0.0
1805,new employee,1,,0.0
1968,training makes,1,,0.0
1973,discounts perks,1,,0.0
1803,things fresh,1,,0.0
1802,keep things,1,,0.0
1988,discount dining,1,,0.0
1801,helps keep,1,,0.0
1750,stablenice people,1,,0.0
1800,roles helps,1,,0.0
1804,fresh new,1,,0.0
1985,friendly fast,1,,0.0
1796,flexible scheduleopportunity,1,,0.0
1817,make anywhere,1,,0.0
1826,excellent coworkers,1,,0.0
1825,market excellent,1,,0.0
1824,stock market,1,,0.0
1960,great group,1,,0.0
1823,investing stock,1,,0.0
1822,equivalent investing,1,,0.0
1821,income equivalent,1,,0.0
1820,130 income,1,,0.0
1819,40 130,1,,0.0
1961,group servers,1,,0.0
1818,anywhere 40,1,,0.0
1748,managerflexible hours,1,,0.0
1962,servers work,1,,0.0
1809,insuranceok pay,1,,0.0
1816,shift make,1,,0.0
1815,hour shift,1,,0.0
1814,six hour,1,,0.0
1963,work co,1,,0.0
1964,workers benefits,1,,0.0
1965,benefits paid,1,,0.0
1966,time offintense,1,,0.0
1813,regular six,1,,0.0
1967,offintense training,1,,0.0
1812,steady regular,1,,0.0
1811,never steady,1,,0.0
1810,pay never,1,,0.0
1797,scheduleopportunity learn,1,,0.0
1794,celebrity sightings,1,,0.0
1986,food discounted,1,,0.0
1974,perks stay,1,,0.0
1776,ever come,1,,0.0
1754,using hotschedules,1,,0.0
1775,people ever,1,,0.0
1755,hotschedules big,1,,0.0
1774,best people,1,,0.0
1773,members best,1,,0.0
1756,plus policy,1,,0.0
1772,staff members,1,,0.0
1771,accomplished staff,1,,0.0
1770,easily accomplished,1,,0.0
1769,goals easily,1,,0.0
1768,projects goals,1,,0.0
1767,matter projects,1,,0.0
1757,policy structure,1,,0.0
1766,timely matter,1,,0.0
1982,toolsflexible hours,1,,0.0
1758,structure admired,1,,0.0
1759,admired area,1,,0.0
1983,days staff,1,,0.0
1760,area supervisors,1,,0.0
1765,given timely,1,,0.0
1761,supervisors great,1,,0.0
1984,really friendly,1,,0.0
1764,evaluations given,1,,0.0
1763,deal evaluations,1,,0.0
1777,come contact,1,,0.0
1778,contact someone,1,,0.0
1981,training toolsflexible,1,,0.0
1789,turn 14,1,,0.0
1795,sightings good,1,,0.0
1762,great deal,1,,0.0
1793,managers celebrity,1,,0.0
1975,stay company,1,,0.0
1752,great managers,1,,0.0
1792,storecool managers,1,,0.0
1791,dollar storecool,1,,0.0
1976,company long,1,,0.0
1790,14 million,1,,0.0
1977,long enoughbenefits,1,,0.0
1978,enoughbenefits pay,1,,0.0
1788,store turn,1,,0.0
1779,someone worked,1,,0.0
1787,dollar store,1,,0.0
1958,end shift,1,,0.0
1785,6 million,1,,0.0
1784,watched 6,1,,0.0
1783,loved watched,1,,0.0
1782,years loved,1,,0.0
1979,pay systems,1,,0.0
1980,systems training,1,,0.0
1753,managers using,1,,0.0
1781,12 years,1,,0.0
1780,worked 12,1,,0.0
1959,shift great,1,,0.0
1954,discount easy,1,,0.0
1957,complete end,1,,0.0
1858,coworkers fantastic,1,,0.0
1917,teamwork driven,1,,0.0
1881,resume time,1,,0.0
1880,great resume,1,,0.0
1879,looks great,1,,0.0
1918,driven good,1,,0.0
1919,managers fairly,1,,0.0
1878,bonus looks,1,,0.0
1920,fairly easy,1,,0.0
1877,quarterly bonus,1,,0.0
1876,advancement quarterly,1,,0.0
1875,room advancement,1,,0.0
1874,restaurant room,1,,0.0
1873,experience high,1,,0.0
1746,love gm,1,,0.0
1871,program great,1,,0.0
1870,manager training,1,,0.0
1869,great manager,1,,0.0
1868,learn great,1,,0.0
1867,ever learn,1,,0.0
1921,easy move,1,,0.0
1866,menu ever,1,,0.0
1922,move desired,1,,0.0
1865,extensive menu,1,,0.0
1864,operation extensive,1,,0.0
1923,desired could,1,,0.0
1863,organized operation,1,,0.0
1862,something organized,1,,0.0
1861,always something,1,,0.0
1860,energy always,1,,0.0
1882,time move,1,,0.0
1916,money teamwork,1,,0.0
1915,othersdecent money,1,,0.0
1894,travelsome pros,1,,0.0
1904,schedulehave flexible,1,,0.0
1902,works well,1,,0.0
1905,schedule opportunities,1,,0.0
1901,coworkers works,1,,0.0
1900,friends coworkers,1,,0.0
1906,opportunities transfer,1,,0.0
1907,transfer locations,1,,0.0
1908,locations advancement,1,,0.0
1899,making really,1,,0.0
1909,advancement management,1,,0.0
1898,days making,1,,0.0
1897,good days,1,,0.0
1895,pros tips,1,,0.0
1893,ability travelsome,1,,0.0
1883,move onflexible,1,,0.0
1892,training ability,1,,0.0
1891,cross training,1,,0.0
1910,management uses,1,,0.0
1911,uses hotschedules,1,,0.0
1890,advancement cross,1,,0.0
1912,hotschedules volunteer,1,,0.0
1889,opportunity advancement,1,,0.0
1888,time opportunity,1,,0.0
1913,volunteer help,1,,0.0
1886,healthcare paid,1,,0.0
1885,scheduling healthcare,1,,0.0
1914,help othersdecent,1,,0.0
1884,onflexible scheduling,1,,0.0
1859,fantastic energy,1,,0.0
1924,could basically,1,,0.0
1827,coworkers fast,1,,0.0
1925,basically choose,1,,0.0
1843,within new,1,,0.0
1842,dined within,1,,0.0
1841,people dined,1,,0.0
1944,well people,1,,0.0
1840,diversity people,1,,0.0
1945,people working,1,,0.0
1839,guests diversity,1,,0.0
1946,working careers,1,,0.0
1947,careers think,1,,0.0
1948,think good,1,,0.0
1949,good reasons,1,,0.0
1838,volume guests,1,,0.0
1950,reasons work,1,,0.0
1837,sheer volume,1,,0.0
1951,like cheesecake,1,,0.0
1836,location sheer,1,,0.0
1952,cheesecake get,1,,0.0
1953,get discount,1,,0.0
1835,downtown location,1,,0.0
1834,working downtown,1,,0.0
1903,school schedulehave,1,,0.0
1955,side work,1,,0.0
1833,enjoyed working,1,,0.0
1956,work complete,1,,0.0
1832,really enjoyed,1,,0.0
1831,money really,1,,0.0
1830,serious money,1,,0.0
1829,opportunity serious,1,,0.0
1828,paced opportunity,1,,0.0
1943,schedules well,1,,0.0
1942,changing schedules,1,,0.0
1941,students changing,1,,0.0
1852,satisfaction highest,1,,0.0
1857,great coworkers,1,,0.0
1856,reflect great,1,,0.0
1855,culture reflect,1,,0.0
1854,priority culture,1,,0.0
1853,highest priority,1,,0.0
1926,choose schedule,1,,0.0
1927,schedule give,1,,0.0
1928,give unwanted,1,,0.0
1929,unwanted shifts,1,,0.0
1930,shifts others,1,,0.0
1931,others work,1,,0.0
1932,work hotschedules,1,,0.0
1933,hotschedules app,1,,0.0
1851,guest satisfaction,1,,0.0
1940,perfect students,1,,0.0
1934,app easy,1,,0.0
1850,absolute guest,1,,0.0
1935,shifts get,1,,0.0
1936,get rid,1,,0.0
1937,rid shifts,1,,0.0
1849,preach absolute,1,,0.0
1848,say preach,1,,0.0
1847,best say,1,,0.0
1938,shifts job,1,,0.0
1846,workers best,1,,0.0
1845,decent co,1,,0.0
1939,job perfect,1,,0.0
1844,restaurant decent,1,,0.0
1747,gm managerflexible,1,,0.0
1690,restaurant miss,1,,0.0
1745,bakery love,1,,0.0
1526,factory contagious,1,,0.0
1517,dealthe management,1,,0.0
1520,always positive,1,,0.0
1521,positive energy,1,,0.0
1522,energy care,1,,0.0
1523,care reputation,1,,0.0
1524,reputation cheescake,1,,0.0
1525,cheescake factory,1,,0.0
1527,contagious pros,1,,0.0
1536,place great,1,,0.0
1528,pros name,1,,0.0
1529,name many,1,,0.0
1530,many guests,1,,0.0
1531,guests customers,1,,0.0
1532,customers ever,1,,0.0
1533,ever worry,1,,0.0
1534,worry nothing,1,,0.0
1516,huge dealthe,1,,0.0
1515,mistake huge,1,,0.0
1514,make mistake,1,,0.0
1513,tips flexible,1,,0.0
