,current-liabilities,current-assets,equity,noncurrent-assets,noncurrent-liabilities
0,1.0,1.0,0.0,1.0,0.0
1,0.7659933075978164,0.8522095536040595,0.05369418354044564,0.9132891289017532,0.024146567248146622
2,0.8383317427330705,0.8109593937554845,0.18886926940503634,0.7641295053914534,0.04103181386560706
3,0.30870078680770946,0.5862610614482827,0.3147090620574275,0.5480763591869975,0.2655938662738103
4,0.28354488426161145,0.36558990119309276,0.47269318242099256,0.3982404530179526,0.3643626421266494
5,0.12018340255756527,0.1470614926811613,0.7544382512540218,0.2140366956367738,0.7168016411088793
6,0.02767113955382322,0.0,0.9999999999999999,0.0,0.825889982037105
7,0.0,0.1683744945247106,0.7533206357419646,0.11859803017917442,1.0
