,profitability,solvency,liquidity,valuation,efficiency
0,0.8129705331108862,0.0,0.24492352258990316,0.9999999999999999,1.0
1,0.2950645656342456,0.10944476401461561,0.03112915009334105,0.10771707288184229,0.15765500018940914
2,0.17825813086209108,0.2230480424321227,0.0,0.019752942033324616,0.0628171679586188
3,0.44526960815044353,0.24378274251350673,0.1329982109993943,0.2457483627217612,0.10323461740119462
4,0.9999999999999999,0.25349471618602937,0.3618974809027217,0.2647163083810814,0.21780400409228756
5,0.6108625279019951,0.5369863266582263,1.0,0.0,0.18083545188827863
6,0.0,0.7065765020179107,0.8058014845002404,0.13656746425751626,0.009605109494663255
7,0.27837219320888806,1.0,0.9075068933625696,0.2542703543800923,0.0
