year,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos,adj_close
2009,0.22107438016528924,0.22107438016528924,0.01,0.22191207257501747,0.04928381962864725,0.2211381004366812,0.22954553487796692,0.22954553487796692,0.22954553487796692,0.01,0.01,0.19299229152067274,0.01,0.06748270356572639,0.01,0.01,0.01,0.01,0.2320067158467097,0.19299229152067274,0.22634340361742405,0.01,1.0,1.0,1.0,0.0
2010,0.3409090909090909,0.3409090909090909,0.08950152833294145,0.33984647592463363,0.06732095490716183,0.33856800160882555,0.3447214711132319,0.3447214711132319,0.3447214711132319,0.09631125100237747,0.10644507219041399,0.2925017519271198,0.08201518242316819,0.01,0.0741144177400409,0.09631125100237747,0.11984639629258209,0.07460056026839873,0.3474024103524997,0.2925017519271198,0.34237780525434675,0.10644507219041399,0.75,0.787285085965614,0.8426243567752998,0.2087700176071099
2011,0.42079889807162524,0.42079889807162524,0.16023983070773573,0.4180041870202373,0.041326259946949606,0.4271970524017467,0.42417112913772687,0.42417112913772687,0.42417112913772687,0.2536059093462203,0.2518202658838691,0.01,0.18424015427660545,0.07748802554550283,0.19691433022531935,0.2536059093462203,0.24945886771768322,0.18547427756692597,0.43345056802126686,0.01,0.42532360954579773,0.2518202658838691,0.75,0.7804878048780495,0.8597770154373929,0.418512618428775
2012,0.5537190082644626,0.5537190082644626,0.2683047260757113,0.5568736915561758,0.01,0.5885284991955873,0.5634687096831204,0.5634687096831204,0.5634687096831204,0.4013866662898552,0.4065993564449045,0.3751927119831815,0.3189033430313569,0.4408728046833422,0.3045776095757242,0.4013866662898552,0.41349280255134147,0.2980976312040213,0.5778947686078061,0.3751927119831815,0.5730132069897473,0.4065993564449045,0.875,0.8988404638144747,0.8632075471698109,0.3509683910455269
2013,0.6749311294765838,0.6749311294765838,0.4084881260286858,0.6769016050244243,0.09145888594164459,0.686738680763043,0.6726843751656858,0.6726843751656858,0.6726843751656858,0.5665213587351381,0.5686504586620786,0.3655220742817099,0.4731353598858532,0.8242682277807344,0.4304420889950237,0.5665213587351381,0.5714660558230505,0.4328068035950377,0.6833168272013739,0.3655220742817099,0.6780372246720137,0.5686504586620786,0.625,0.6765293882447025,0.6479416809605478,0.7455688773371341
2014,0.9345730027548207,0.9345730027548207,0.5780155184575594,0.9323098394975576,0.103395225464191,0.9090151689266835,0.9332219924712369,0.9332219924712369,0.9332219924712369,0.8680217749940828,0.8682602891371414,0.611072179397337,0.6501577322230767,0.8346993081426289,0.6740666260126648,0.8680217749940828,0.868575708688638,0.6503206954083001,0.9275892908581634,0.611072179397337,0.924002363471239,0.8682602891371414,0.6666666666666661,0.70891643342663,0.7469982847341328,1.0
2015,0.9999999999999999,0.9999999999999999,0.8118974841288503,0.9999999999999999,0.433262599469496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8259706383974852,0.9744544970729111,0.7625682157082717,1.0,1.0,0.7743076003903282,1.0,1.0,1.0,1.0,0.7083333333333339,0.7305077968812483,0.739279588336192,0.6568122746709146
2016,0.01,0.01,1.0,0.01,1.0,0.01,0.01,0.01,0.01,0.9534991068390108,0.7999068662192579,0.7048353188507358,1.0,0.9999999999999999,0.9999999999999999,0.9534991068390108,0.596791046635481,1.0,0.01,0.7048353188507358,0.01,0.7999068662192579,0.01,0.01,0.01,0.4848830384841117
