,opextorevenue,ccc,nopattointerestex
0,0.5633961555319029,1.0,0.7032432908721568
1,0.3837267547429733,0.0393115780062584,1.0
2,0.10998058981904713,0.19232007152436315,0.01
3,0.3578047711477073,0.3196513187304426,0.01
4,1.0,0.1357979436745642,0.01
5,0.5024419259908584,0.01,0.4455712651588941
6,0.09229227975706067,0.2671971390254806,0.17992536549237578
7,0.01,0.4167814036656237,0.10542104356537343
