,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromcontinuinginvestingactivities
0,0.9536030738348428,0.5340696505646544,0.5340696505646544
1,0.9134818938073804,0.3890060899899485,0.3890060899899485
2,1.0,0.364957133565896,0.364957133565896
3,0.8531234028928036,0.19315910837817055,0.19315910837817055
4,0.9063034549854374,0.10705256311712874,0.10705256311712874
5,0.947699242009076,0.01,0.01
6,0.5539836086771794,0.0646887009992313,0.0646887009992313
7,0.01,1.0,1.0
