date,adj_close,adj_high,adj_low,adj_open,adj_volume,close,ex_dividend,high,low,open,split_ratio,volume
2009-03-31,0.0,0.0,0.0,0.0,0.2011665295745158,0.0,0.0,0.0,0.0,0.0,0.0,0.2011665295745158
2009-06-30,0.07698309492847699,0.071170256140546,0.11476769911504395,0.07194244604316508,0.17654228669707622,0.07698309492847855,0.0,0.07117025614054562,0.11476769911504422,0.07194244604316546,0.0,0.17654228669707622
2009-09-30,0.028088426527957455,0.06610389892376228,0.15873893805309722,0.14868105515587576,0.2832087041052868,0.0280884265279584,0.0,0.06610389892376095,0.15873893805309733,0.14868105515587532,0.0,0.2832087041052868
2009-12-31,0.12795838751625277,0.09889046776952454,0.1477046460177003,0.10047961630695407,0.6472780976594632,0.12795838751625482,0.0,0.0988904677695242,0.14770464601769914,0.10047961630695446,0.0,0.6472780976594632
2010-03-31,0.2442132639791929,0.22943360538867386,0.2671460176991163,0.1952038369304549,0.13603155612054135,0.2442132639791938,0.0,0.22943360538867408,0.26714601769911506,0.19520383693045568,0.0,0.13603155612054135
2010-06-30,0.252015604681403,0.3003626064236584,0.35647123893805366,0.30239808153477227,0.16338517909220068,0.25201560468140444,0.0,0.3003626064236584,0.356471238938053,0.30239808153477216,0.0,0.16338517909220068
2010-09-30,0.3706111833550067,0.33727463757451837,0.3415376106194702,0.3098321342925659,0.0,0.3706111833550065,0.0,0.3372746375745177,0.34153761061946897,0.3098321342925659,0.0,0.0
2010-12-31,0.5596879063719116,0.5820761931874376,0.5182522123893807,0.42398081534772186,0.31136244672100505,0.5596879063719116,0.0,0.5820761931874383,0.5182522123893805,0.42398081534772186,0.0,0.31136244672100505
2011-03-31,0.6611183355006509,0.5876974371470138,0.6659292035398244,0.5949640287769782,0.24780527929410007,0.66111833550065,0.0,0.5876974371470136,0.665929203539823,0.5949640287769784,0.0,0.24780527929410007
2011-06-30,1.0,0.9054304111710769,0.8042035398230105,0.6892086330935239,0.1691019217826965,0.9999999999999998,0.0,0.9054304111710765,0.8042035398230087,0.6892086330935252,0.0,0.1691019217826965
2011-09-30,0.7854356306892061,1.0000000000000002,0.8584070796460186,0.9999999999999998,0.3707096388244971,0.7854356306892067,0.0,1.0,0.8584070796460175,1.0,0.0,0.3707096388244971
