,basiceps,basicdilutedeps,adj_close
0,0.22107438016528924,0.22107438016528924,0.0
1,0.3409090909090909,0.3409090909090909,0.2087700176071099
2,0.4207988980716253,0.4207988980716253,0.418512618428775
3,0.5537190082644626,0.5537190082644626,0.3509683910455269
4,0.6749311294765838,0.6749311294765838,0.7455688773371341
5,0.9345730027548208,0.9345730027548208,1.0
6,1.0,1.0,0.6568122746709146
7,0.01,0.01,0.4848830384841117
