,,0
nnep,divpayoutratio,7.498487298228397e-17
nnep,noncontrollinginterestsharingratio,7.498487298228397e-17
noncontrolinttocap,nnep,7.498487298228397e-17
nnep,stdebttocap,7.498487298228397e-17
preferredtocap,nnep,7.498487298228397e-17
ebitdamargin,stdebttocap,7.66899609908759e-17
ebitdamargin,preferredtocap,7.66899609908759e-17
ebitdamargin,noncontrolinttocap,7.66899609908759e-17
noncontrollinginterestsharingratio,ebitdamargin,7.66899609908759e-17
ebitdamargin,dividendyield,7.66899609908759e-17
dividendyield,ebitdamargin,7.66899609908759e-17
stdebttocap,ebitdamargin,7.66899609908759e-17
noncontrolinttocap,ebitdamargin,7.66899609908759e-17
preferredtocap,ebitdamargin,7.66899609908759e-17
ebitdamargin,divpayoutratio,7.66899609908759e-17
ebitdamargin,noncontrollinginterestsharingratio,7.66899609908759e-17
divpayoutratio,ebitdamargin,7.66899609908759e-17
ebitdamargin,rdextorevenue,7.66899609908759e-17
rdextorevenue,ebitdamargin,7.66899609908759e-17
noncontrolinttocap,leverageratio,7.778717365803535e-17
leverageratio,dividendyield,7.778717365803535e-17
noncontrollinginterestsharingratio,leverageratio,7.778717365803535e-17
preferredtocap,leverageratio,7.778717365803535e-17
leverageratio,rdextorevenue,7.778717365803535e-17
leverageratio,noncontrollinginterestsharingratio,7.778717365803535e-17
leverageratio,divpayoutratio,7.778717365803535e-17
leverageratio,stdebttocap,7.778717365803535e-17
dividendyield,leverageratio,7.778717365803535e-17
stdebttocap,leverageratio,7.778717365803535e-17
leverageratio,noncontrolinttocap,7.778717365803535e-17
rdextorevenue,leverageratio,7.778717365803535e-17
divpayoutratio,leverageratio,7.778717365803535e-17
leverageratio,preferredtocap,7.778717365803535e-17
debttoequity,stdebttocap,7.848274752538614e-17
debttoequity,noncontrolinttocap,7.848274752538614e-17
debttoequity,dividendyield,7.848274752538614e-17
debttoequity,rdextorevenue,7.848274752538614e-17
ltdebttoequity,preferredtocap,7.848274752538614e-17
ltdebttoequity,stdebttocap,7.848274752538614e-17
divpayoutratio,ltdebttoequity,7.848274752538614e-17
ltdebttoequity,divpayoutratio,7.848274752538614e-17
ltdebttoequity,noncontrolinttocap,7.848274752538614e-17
debttoequity,noncontrollinginterestsharingratio,7.848274752538614e-17
ltdebttoequity,noncontrollinginterestsharingratio,7.848274752538614e-17
noncontrolinttocap,ltdebttoequity,7.848274752538614e-17
ltdebttoequity,rdextorevenue,7.848274752538614e-17
noncontrollinginterestsharingratio,ltdebttoequity,7.848274752538614e-17
debttoequity,preferredtocap,7.848274752538614e-17
divpayoutratio,debttoequity,7.848274752538614e-17
noncontrollinginterestsharingratio,debttoequity,7.848274752538614e-17
dividendyield,debttoequity,7.848274752538614e-17
noncontrolinttocap,debttoequity,7.848274752538614e-17
dividendyield,ltdebttoequity,7.848274752538614e-17
ltdebttoequity,dividendyield,7.848274752538614e-17
debttoequity,divpayoutratio,7.848274752538614e-17
preferredtocap,ltdebttoequity,7.848274752538614e-17
rdextorevenue,ltdebttoequity,7.848274752538614e-17
stdebttocap,ltdebttoequity,7.848274752538614e-17
preferredtocap,debttoequity,7.848274752538614e-17
stdebttocap,debttoequity,7.848274752538614e-17
rdextorevenue,debttoequity,7.848274752538614e-17
divpayoutratio,nwc,8.192113082853489e-17
nwc,divpayoutratio,8.192113082853489e-17
stdebttocap,dfnwc,8.192113082853489e-17
nwc,noncontrolinttocap,8.192113082853489e-17
nwc,stdebttocap,8.192113082853489e-17
dfnwc,dividendyield,8.192113082853489e-17
stdebttocap,nwc,8.192113082853489e-17
noncontrolinttocap,nwc,8.192113082853489e-17
nwc,preferredtocap,8.192113082853489e-17
noncontrolinttocap,dfnwc,8.192113082853489e-17
divpayoutratio,dfnwc,8.192113082853489e-17
noncontrollinginterestsharingratio,dfnwc,8.192113082853489e-17
nwc,noncontrollinginterestsharingratio,8.192113082853489e-17
dfnwc,rdextorevenue,8.192113082853489e-17
dividendyield,nwc,8.192113082853489e-17
dividendyield,dfnwc,8.192113082853489e-17
rdextorevenue,nwc,8.192113082853489e-17
rdextorevenue,dfnwc,8.192113082853489e-17
dfnwc,noncontrollinginterestsharingratio,8.192113082853489e-17
preferredtocap,dfnwc,8.192113082853489e-17
dfnwc,noncontrolinttocap,8.192113082853489e-17
dfnwc,preferredtocap,8.192113082853489e-17
preferredtocap,nwc,8.192113082853489e-17
dfnwc,stdebttocap,8.192113082853489e-17
noncontrollinginterestsharingratio,nwc,8.192113082853489e-17
nwc,rdextorevenue,8.192113082853489e-17
dfnwc,divpayoutratio,8.192113082853489e-17
nwc,dividendyield,8.192113082853489e-17
netdebttoebitda,stdebttocap,9.12018545634753e-17
dividendyield,netdebttoebitda,9.12018545634753e-17
preferredtocap,netdebttoebitda,9.12018545634753e-17
netdebttoebitda,rdextorevenue,9.12018545634753e-17
divpayoutratio,netdebttoebitda,9.12018545634753e-17
netdebttoebitda,noncontrollinginterestsharingratio,9.12018545634753e-17
netdebttoebitda,divpayoutratio,9.12018545634753e-17
netdebttoebitda,preferredtocap,9.12018545634753e-17
netdebttoebitda,noncontrolinttocap,9.12018545634753e-17
noncontrollinginterestsharingratio,netdebttoebitda,9.12018545634753e-17
stdebttocap,netdebttoebitda,9.12018545634753e-17
netdebttoebitda,dividendyield,9.12018545634753e-17
noncontrolinttocap,netdebttoebitda,9.12018545634753e-17
rdextorevenue,netdebttoebitda,9.12018545634753e-17
faturnover,noncontrollinginterestsharingratio,9.647651158813575e-17
faturnover,rdextorevenue,9.647651158813575e-17
faturnover,divpayoutratio,9.647651158813575e-17
noncontrolinttocap,faturnover,9.647651158813575e-17
faturnover,noncontrolinttocap,9.647651158813575e-17
noncontrollinginterestsharingratio,faturnover,9.647651158813575e-17
dividendyield,faturnover,9.647651158813575e-17
faturnover,stdebttocap,9.647651158813575e-17
divpayoutratio,faturnover,9.647651158813575e-17
stdebttocap,faturnover,9.647651158813575e-17
rdextorevenue,faturnover,9.647651158813575e-17
faturnover,preferredtocap,9.647651158813575e-17
faturnover,dividendyield,9.647651158813575e-17
preferredtocap,faturnover,9.647651158813575e-17
apturnover,rdextorevenue,1.0687958690271351e-16
dividendyield,apturnover,1.0687958690271351e-16
apturnover,dividendyield,1.0687958690271351e-16
apturnover,divpayoutratio,1.0687958690271351e-16
apturnover,stdebttocap,1.0687958690271351e-16
stdebttocap,apturnover,1.0687958690271351e-16
noncontrolinttocap,apturnover,1.0687958690271351e-16
apturnover,noncontrolinttocap,1.0687958690271351e-16
apturnover,noncontrollinginterestsharingratio,1.0687958690271351e-16
divpayoutratio,apturnover,1.0687958690271351e-16
apturnover,preferredtocap,1.0687958690271351e-16
rdextorevenue,apturnover,1.0687958690271351e-16
noncontrollinginterestsharingratio,apturnover,1.0687958690271351e-16
preferredtocap,apturnover,1.0687958690271351e-16
debt,dividendyield,1.0801265357392191e-16
debt,rdextorevenue,1.0801265357392191e-16
debt,noncontrolinttocap,1.0801265357392191e-16
preferredtocap,ltdebtandcapleases,1.0801265357392191e-16
ltdebtandcapleases,noncontrolinttocap,1.0801265357392191e-16
noncontrolinttocap,debt,1.0801265357392191e-16
ltdebtandcapleases,stdebttocap,1.0801265357392191e-16
ltdebtandcapleases,noncontrollinginterestsharingratio,1.0801265357392191e-16
preferredtocap,debt,1.0801265357392191e-16
noncontrollinginterestsharingratio,ltdebtandcapleases,1.0801265357392191e-16
noncontrollinginterestsharingratio,debt,1.0801265357392191e-16
ltdebtandcapleases,rdextorevenue,1.0801265357392191e-16
ltdebtandcapleases,divpayoutratio,1.0801265357392191e-16
rdextorevenue,ltdebtandcapleases,1.0801265357392191e-16
ltdebtandcapleases,preferredtocap,1.0801265357392191e-16
dividendyield,debt,1.0801265357392191e-16
debt,divpayoutratio,1.0801265357392191e-16
divpayoutratio,ltdebtandcapleases,1.0801265357392191e-16
noncontrolinttocap,ltdebtandcapleases,1.0801265357392191e-16
stdebttocap,ltdebtandcapleases,1.0801265357392191e-16
ltdebtandcapleases,dividendyield,1.0801265357392191e-16
divpayoutratio,debt,1.0801265357392191e-16
stdebttocap,debt,1.0801265357392191e-16
debt,preferredtocap,1.0801265357392191e-16
debt,noncontrollinginterestsharingratio,1.0801265357392191e-16
rdextorevenue,debt,1.0801265357392191e-16
dividendyield,ltdebtandcapleases,1.0801265357392191e-16
debt,stdebttocap,1.0801265357392191e-16
roa,divpayoutratio,1.0877833832504596e-16
rdextorevenue,roa,1.0877833832504596e-16
roa,stdebttocap,1.0877833832504596e-16
roa,dividendyield,1.0877833832504596e-16
noncontrollinginterestsharingratio,roa,1.0877833832504596e-16
preferredtocap,roa,1.0877833832504596e-16
roa,preferredtocap,1.0877833832504596e-16
divpayoutratio,roa,1.0877833832504596e-16
dividendyield,roa,1.0877833832504596e-16
roa,noncontrolinttocap,1.0877833832504596e-16
noncontrolinttocap,roa,1.0877833832504596e-16
roa,rdextorevenue,1.0877833832504596e-16
stdebttocap,roa,1.0877833832504596e-16
roa,noncontrollinginterestsharingratio,1.0877833832504596e-16
preferredtocap,currentratio,1.1480367847252357e-16
dividendyield,currentratio,1.1480367847252357e-16
currentratio,noncontrollinginterestsharingratio,1.1480367847252357e-16
rdextorevenue,currentratio,1.1480367847252357e-16
noncontrolinttocap,currentratio,1.1480367847252357e-16
currentratio,rdextorevenue,1.1480367847252357e-16
noncontrollinginterestsharingratio,currentratio,1.1480367847252357e-16
stdebttocap,currentratio,1.1480367847252357e-16
currentratio,divpayoutratio,1.1480367847252357e-16
currentratio,stdebttocap,1.1480367847252357e-16
currentratio,dividendyield,1.1480367847252357e-16
currentratio,preferredtocap,1.1480367847252357e-16
currentratio,noncontrolinttocap,1.1480367847252357e-16
divpayoutratio,currentratio,1.1480367847252357e-16
noncontrollinginterestsharingratio,pricetoearnings,1.1821956170763325e-16
pricetoearnings,divpayoutratio,1.1821956170763325e-16
pricetoearnings,preferredtocap,1.1821956170763325e-16
pricetoearnings,stdebttocap,1.1821956170763325e-16
pricetoearnings,noncontrolinttocap,1.1821956170763325e-16
pricetoearnings,noncontrollinginterestsharingratio,1.1821956170763325e-16
dividendyield,pricetoearnings,1.1821956170763325e-16
divpayoutratio,pricetoearnings,1.1821956170763325e-16
preferredtocap,pricetoearnings,1.1821956170763325e-16
stdebttocap,pricetoearnings,1.1821956170763325e-16
noncontrolinttocap,pricetoearnings,1.1821956170763325e-16
pricetoearnings,dividendyield,1.1821956170763325e-16
pricetoearnings,rdextorevenue,1.1821956170763325e-16
rdextorevenue,pricetoearnings,1.1821956170763325e-16
earningsyield,preferredtocap,1.191094656124429e-16
earningsyield,divpayoutratio,1.191094656124429e-16
stdebttocap,earningsyield,1.191094656124429e-16
preferredtocap,earningsyield,1.191094656124429e-16
earningsyield,stdebttocap,1.191094656124429e-16
divpayoutratio,earningsyield,1.191094656124429e-16
noncontrolinttocap,earningsyield,1.191094656124429e-16
noncontrollinginterestsharingratio,earningsyield,1.191094656124429e-16
earningsyield,rdextorevenue,1.191094656124429e-16
earningsyield,dividendyield,1.191094656124429e-16
rdextorevenue,earningsyield,1.191094656124429e-16
dividendyield,earningsyield,1.191094656124429e-16
earningsyield,noncontrolinttocap,1.191094656124429e-16
earningsyield,noncontrollinginterestsharingratio,1.191094656124429e-16
divpayoutratio,dfcfnwctorev,1.2329265395156295e-16
noncontrollinginterestsharingratio,dfcfnwctorev,1.2329265395156295e-16
noncontrolinttocap,dfcfnwctorev,1.2329265395156295e-16
preferredtocap,dfcfnwctorev,1.2329265395156295e-16
dfcfnwctorev,noncontrolinttocap,1.2329265395156295e-16
dividendyield,dfcfnwctorev,1.2329265395156295e-16
dfcfnwctorev,divpayoutratio,1.2329265395156295e-16
dfcfnwctorev,stdebttocap,1.2329265395156295e-16
rdextorevenue,dfcfnwctorev,1.2329265395156295e-16
dfcfnwctorev,dividendyield,1.2329265395156295e-16
dfcfnwctorev,rdextorevenue,1.2329265395156295e-16
dfcfnwctorev,noncontrollinginterestsharingratio,1.2329265395156295e-16
stdebttocap,dfcfnwctorev,1.2329265395156295e-16
dfcfnwctorev,preferredtocap,1.2329265395156295e-16
depreciationandamortization,noncontrolinttocap,1.2432196880010682e-16
dividendyield,depreciationandamortization,1.2432196880010682e-16
depreciationandamortization,preferredtocap,1.2432196880010682e-16
rdextorevenue,depreciationandamortization,1.2432196880010682e-16
preferredtocap,depreciationandamortization,1.2432196880010682e-16
depreciationandamortization,stdebttocap,1.2432196880010682e-16
depreciationandamortization,dividendyield,1.2432196880010682e-16
depreciationandamortization,noncontrollinginterestsharingratio,1.2432196880010682e-16
depreciationandamortization,divpayoutratio,1.2432196880010682e-16
divpayoutratio,depreciationandamortization,1.2432196880010682e-16
depreciationandamortization,rdextorevenue,1.2432196880010682e-16
noncontrollinginterestsharingratio,depreciationandamortization,1.2432196880010682e-16
stdebttocap,depreciationandamortization,1.2432196880010682e-16
noncontrolinttocap,depreciationandamortization,1.2432196880010682e-16
dfcfnwc,divpayoutratio,1.2635537313140566e-16
dfcfnwc,stdebttocap,1.2635537313140566e-16
preferredtocap,dfcfnwc,1.2635537313140566e-16
rdextorevenue,dfcfnwc,1.2635537313140566e-16
dfcfnwc,preferredtocap,1.2635537313140566e-16
dfcfnwc,noncontrolinttocap,1.2635537313140566e-16
dfcfnwc,rdextorevenue,1.2635537313140566e-16
dfcfnwc,dividendyield,1.2635537313140566e-16
dfcfnwc,noncontrollinginterestsharingratio,1.2635537313140566e-16
noncontrolinttocap,dfcfnwc,1.2635537313140566e-16
divpayoutratio,dfcfnwc,1.2635537313140566e-16
noncontrollinginterestsharingratio,dfcfnwc,1.2635537313140566e-16
dividendyield,dfcfnwc,1.2635537313140566e-16
stdebttocap,dfcfnwc,1.2635537313140566e-16
ebitqoqgrowth,stdebttocap,1.286967235784699e-16
ebitqoqgrowth,preferredtocap,1.286967235784699e-16
ebitqoqgrowth,noncontrolinttocap,1.286967235784699e-16
stdebttocap,ebitqoqgrowth,1.286967235784699e-16
preferredtocap,ebitqoqgrowth,1.286967235784699e-16
rdextorevenue,ebitqoqgrowth,1.286967235784699e-16
noncontrolinttocap,ebitqoqgrowth,1.286967235784699e-16
noncontrollinginterestsharingratio,ebitqoqgrowth,1.286967235784699e-16
ebitqoqgrowth,divpayoutratio,1.286967235784699e-16
ebitqoqgrowth,noncontrollinginterestsharingratio,1.286967235784699e-16
dividendyield,ebitqoqgrowth,1.286967235784699e-16
ebitqoqgrowth,dividendyield,1.286967235784699e-16
divpayoutratio,ebitqoqgrowth,1.286967235784699e-16
ebitqoqgrowth,rdextorevenue,1.286967235784699e-16
nopatgrowth,preferredtocap,1.442552644295627e-16
nopatgrowth,dividendyield,1.442552644295627e-16
nopatgrowth,noncontrolinttocap,1.442552644295627e-16
stdebttocap,nopatgrowth,1.442552644295627e-16
nopatgrowth,stdebttocap,1.442552644295627e-16
nopatgrowth,rdextorevenue,1.442552644295627e-16
divpayoutratio,nopatgrowth,1.442552644295627e-16
nopatgrowth,noncontrollinginterestsharingratio,1.442552644295627e-16
nopatgrowth,divpayoutratio,1.442552644295627e-16
rdextorevenue,nopatgrowth,1.442552644295627e-16
dividendyield,nopatgrowth,1.442552644295627e-16
noncontrollinginterestsharingratio,nopatgrowth,1.442552644295627e-16
noncontrolinttocap,nopatgrowth,1.442552644295627e-16
preferredtocap,nopatgrowth,1.442552644295627e-16
evtorevenue,stdebttocap,1.46042617091129e-16
noncontrollinginterestsharingratio,evtorevenue,1.46042617091129e-16
evtorevenue,noncontrolinttocap,1.46042617091129e-16
divpayoutratio,evtorevenue,1.46042617091129e-16
evtorevenue,divpayoutratio,1.46042617091129e-16
noncontrolinttocap,evtorevenue,1.46042617091129e-16
evtorevenue,noncontrollinginterestsharingratio,1.46042617091129e-16
evtorevenue,rdextorevenue,1.46042617091129e-16
preferredtocap,evtorevenue,1.46042617091129e-16
evtorevenue,preferredtocap,1.46042617091129e-16
stdebttocap,evtorevenue,1.46042617091129e-16
rdextorevenue,evtorevenue,1.46042617091129e-16
evtorevenue,dividendyield,1.46042617091129e-16
dividendyield,evtorevenue,1.46042617091129e-16
dividendyield,evtoinvestedcapital,1.5146496909852604e-16
rdextorevenue,evtoinvestedcapital,1.5146496909852604e-16
evtoinvestedcapital,stdebttocap,1.5146496909852604e-16
stdebttocap,evtoinvestedcapital,1.5146496909852604e-16
evtoinvestedcapital,noncontrollinginterestsharingratio,1.5146496909852604e-16
evtoinvestedcapital,rdextorevenue,1.5146496909852604e-16
noncontrolinttocap,evtoinvestedcapital,1.5146496909852604e-16
divpayoutratio,evtoinvestedcapital,1.5146496909852604e-16
evtoinvestedcapital,dividendyield,1.5146496909852604e-16
evtoinvestedcapital,preferredtocap,1.5146496909852604e-16
evtoinvestedcapital,divpayoutratio,1.5146496909852604e-16
evtoinvestedcapital,noncontrolinttocap,1.5146496909852604e-16
noncontrollinginterestsharingratio,evtoinvestedcapital,1.5146496909852604e-16
preferredtocap,evtoinvestedcapital,1.5146496909852604e-16
stdebttocap,netnonopex,1.5190430978194085e-16
divpayoutratio,netnonopex,1.5190430978194085e-16
netnonopex,noncontrollinginterestsharingratio,1.5190430978194085e-16
netnonopex,rdextorevenue,1.5190430978194085e-16
dividendyield,netnonopex,1.5190430978194085e-16
netnonopex,stdebttocap,1.5190430978194085e-16
netnonopex,noncontrolinttocap,1.5190430978194085e-16
netnonopex,preferredtocap,1.5190430978194085e-16
preferredtocap,netnonopex,1.5190430978194085e-16
noncontrolinttocap,netnonopex,1.5190430978194085e-16
noncontrollinginterestsharingratio,netnonopex,1.5190430978194085e-16
rdextorevenue,netnonopex,1.5190430978194085e-16
netnonopex,dividendyield,1.5190430978194085e-16
netnonopex,divpayoutratio,1.5190430978194085e-16
rnnoa,rdextorevenue,1.5925344759596995e-16
rdextorevenue,rnnoa,1.5925344759596995e-16
rnnoa,dividendyield,1.5925344759596995e-16
noncontrolinttocap,rnnoa,1.5925344759596995e-16
rnnoa,noncontrollinginterestsharingratio,1.5925344759596995e-16
preferredtocap,rnnoa,1.5925344759596995e-16
divpayoutratio,rnnoa,1.5925344759596995e-16
rnnoa,noncontrolinttocap,1.5925344759596995e-16
rnnoa,preferredtocap,1.5925344759596995e-16
stdebttocap,rnnoa,1.5925344759596995e-16
rnnoa,stdebttocap,1.5925344759596995e-16
rnnoa,divpayoutratio,1.5925344759596995e-16
noncontrollinginterestsharingratio,rnnoa,1.5925344759596995e-16
dividendyield,rnnoa,1.5925344759596995e-16
dio,dividendyield,1.6344328634824146e-16
preferredtocap,dio,1.6344328634824146e-16
divpayoutratio,dio,1.6344328634824146e-16
noncontrolinttocap,dio,1.6344328634824146e-16
dio,rdextorevenue,1.6344328634824146e-16
rdextorevenue,dio,1.6344328634824146e-16
dio,divpayoutratio,1.6344328634824146e-16
dividendyield,dio,1.6344328634824146e-16
dio,noncontrolinttocap,1.6344328634824146e-16
dio,preferredtocap,1.6344328634824146e-16
