year,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adj_close
2009,0.01,13820869.3,0.03239,0.01,0.01,0.01,0.01,782869.3,0.01,20081000.0,24119000.0,44200000.0,60015000.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,509820660.0,0.01,0.01,0.01,1.1948,39.1027,0.01,0.025574,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.40109,0.103584,0.046172,0.04706,0.030555,0.59891,0.069097,0.01,0.354918,0.701496,0.925552,0.298504,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.166958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,257.4487,177.1906,-511.9744,-592.2324,897.8846,128.4615,0.01,0.01,0.01,0.01,0.01,0.01,17776603.8,0.04166,0.043557,18.7638454167997
2010,0.204246,22676199.6,0.044129,233629000.0,2.1995,0.01,0.01,-485800.4,-54197000.0,30766000.0,28878000.0,59644000.0,69609000.0,-34556000.0,18636000.0,18636000.0,0.01,0.01,-54197000.0,287826000.0,10.2186,10.0527,1019082060.0,964885060.0,3.5406,3.5991,1.9832,43.998,0.01,0.022728,4.13,1.8777,16.1774,31.3621,42.5506,13.1669,0.01,0.349412,0.532095,0.640722,0.776499,0.708333,0.046348,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.40786,0.116071,0.058681,0.059872,0.045075,0.59214,0.067396,0.01,0.349179,0.752013,1.001105,0.247987,1.1948,51.1762,70.3856,1.5566,15.8329,7.1322,5.1857,23.0532,-10.7353,-0.1883,1.4943,1.4959,0.01,0.01,0.097061,0.008964,0.088097,-0.016588,0.080472,0.01,0.071535,0.053854,0.01,0.080472,0.01,0.01,1.052752,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,6.071,341.8444,251.9578,-431.5889,-521.4756,814.2333,40.8,0.01,1.2908,0.9867,-0.067248,0.036267,0.036267,27453738.1,0.053426,0.059939,35.3055253912488
2011,0.208389,30655126.7,0.049369,279314000.0,2.4211,45685000.0,-15029873.3,-914873.3,-53135000.0,42949000.0,34075000.0,77024000.0,91243000.0,-32565000.0,12831000.0,12831000.0,0.01,0.01,-53135000.0,332449000.0,11.4075,11.2472,1283166290.0,1230031290.0,3.8597,3.9148,2.0665,40.6451,0.01,0.024603,4.4038,1.9809,15.9695,28.6393,40.1248,15.1951,0.01,0.291396,0.395989,0.351864,0.363008,0.317073,0.104638,0.01,0.195545,0.01,0.01,0.01,0.01,0.01,0.01,-0.104636,0.01,0.01,0.408698,0.124044,0.068262,0.069167,0.050842,0.591302,0.064341,0.01,0.340435,0.72322,1.016368,0.27678,1.3323,50.5242,71.3912,1.7232,17.0874,7.2243,5.1127,21.3608,-9.0239,-0.173,1.5028,1.5274,0.01,0.01,0.119526,0.017048,0.102479,-0.017733,0.101794,-0.058603,0.092149,0.067735,0.01,0.101794,0.01,0.01,0.88718,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,6.4249,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.173,0.8081,-0.052444,0.020664,0.020664,36466922.7,0.058728,0.0703,45.1607793037368
2012,0.140725,30090228.5,0.042481,330910000.0,2.3215,51596000.0,-21505771.5,-1318771.5,-40924000.0,41637000.0,41347000.0,82984000.0,105442000.0,-40509000.0,-7119000.0,-7119000.0,0.01,0.01,-40924000.0,371834000.0,12.8854,12.7235,949395300.0,908471300.0,2.5533,2.5858,1.3403,30.2269,0.01,0.033083,2.7454,1.2826,10.9475,21.8188,30.1916,10.2849,0.01,0.077378,-0.030548,-0.018428,-0.0051,0.009259,0.091193,-0.430868,0.184724,0.018749,-0.036817,-0.10994,-0.098217,-0.084072,-0.076271,-0.110535,0.01,0.058302,0.406044,0.117155,0.057692,0.058782,0.044343,0.593956,0.063715,0.01,0.348351,0.736333,1.024473,0.263667,1.3344,42.3285,69.979,1.6704,17.0254,8.623,5.2158,21.4386,-7.5997,-0.1336,1.5073,1.5442,0.01,0.01,0.09862,0.028041,0.070579,-0.009426,0.089194,-0.070485,0.078442,0.059173,0.01,0.089194,0.01,0.01,0.837721,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,4.9118,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9137,0.6343,-0.05719,-0.01005,-0.01005,36715012.1,0.051834,0.060221,32.7844139252635
2013,0.094307,20053771.0,0.025872,368650000.0,2.216,37740000.0,-17686229.0,-968229.0,-32786000.0,24879000.0,49007000.0,73886000.0,109237000.0,-52286000.0,-21303000.0,-21303000.0,0.01,0.01,-32786000.0,401436000.0,13.8929,13.7312,897478700.0,864692700.0,2.2357,2.262,1.1579,42.6924,0.01,0.023423,2.3456,1.1156,11.7031,34.7559,43.1187,9.0502,0.01,-0.109636,-0.402479,-0.333545,-0.330701,-0.330275,0.081659,0.177605,0.114049,0.019684,-0.099237,-0.288216,-0.237592,-0.23573,-0.239583,0.019658,0.132807,0.0258,0.399647,0.095321,0.030782,0.032097,0.027121,0.600353,0.063351,0.01,0.368864,0.840477,1.005346,0.159523,1.3245,48.8961,68.9712,1.5964,16.2852,7.4648,5.2921,22.413,-9.6561,-0.0953,1.5136,1.5217,0.01,0.01,0.057333,0.026271,0.031061,-0.002961,0.054372,-0.050564,0.042514,0.035923,0.01,0.054372,0.01,0.01,0.874649,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,4.3292,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7688,0.4749,-0.067455,-0.027483,-0.027483,30989211.7,0.03998,0.032268,30.9508783136378
2014,0.090881,26720428.4,0.031601,376006000.0,2.271,7356000.0,19364428.4,-676571.6,27317000.0,36561000.0,55387000.0,91948000.0,74981000.0,-56390000.0,-25707000.0,-25707000.0,58000000.0,58000000.0,27317000.0,406689000.0,12.3142,12.1492,1424294800.0,1451611800.0,4.0847,4.1402,1.6844,51.9873,0.01,0.019235,3.8606,1.7167,15.7873,39.7038,54.3259,14.5103,74.9628,0.244458,0.469553,0.332439,0.303254,0.328767,0.047057,2.094887,0.019954,0.017018,0.182246,0.563371,0.427237,0.394391,0.426471,0.173118,2.02958,0.011563,0.394867,0.108741,0.041896,0.043238,0.032401,0.605133,0.060974,0.01,0.352971,0.75426,0.99349,0.24574,1.3443,53.5645,66.2672,1.6031,15.5338,6.8142,5.508,23.4972,-11.175,-0.0073,1.677,1.6661,0.1663,0.1663,0.071766,0.247421,-0.175655,0.001281,0.073046,0.052009,0.058127,0.043558,0.01,0.073046,0.01,3.650035,1.334205,0.01,0.142615,0.142615,0.01,0.01,0.857385,0.6308,0.2971,0.6308,2.1706,1.0223,2.1706,4.7432,153.6176,112.2707,-161.4286,-202.7755,420.3361,105.2899,81.3631,0.7598,0.4623,-0.066689,-0.030402,-0.030402,31951978.5,0.037788,0.042957,50.0335994889812
2015,0.087548,46021948.4,0.050046,382379000.0,2.4251,6373000.0,39648948.4,696948.4,65896000.0,63122000.0,59417000.0,122539000.0,82592000.0,-58495000.0,-23891000.0,-23891000.0,100500000.0,100500000.0,65896000.0,416983000.0,12.0652,11.8871,1174624180.0,1240520180.0,3.7115,3.7671,1.2773,25.9156,0.01,0.038587,3.2442,1.349,10.1235,19.6527,26.955,9.7507,31.2876,0.332699,0.726485,0.722351,0.654378,0.783505,0.271731,1.047515,0.016949,0.021308,0.049414,0.076634,0.07126,0.062222,0.074534,0.015874,-0.01178,0.020911,0.408445,0.133253,0.068576,0.068641,0.049288,0.591555,0.058533,0.01,0.33987,0.729789,0.98392,0.270211,1.3842,41.6484,64.3663,1.6672,16.1355,8.7638,5.6707,22.6209,-8.1864,0.1401,1.9976,1.9655,0.3176,0.3176,0.121368,0.014954,0.106414,0.014912,0.136281,0.104562,0.09501,0.068222,0.01,0.136281,0.01,2.108086,1.540391,0.01,0.241017,0.241017,0.01,0.01,0.758983,0.8201,0.5378,0.8201,2.1837,1.4318,2.1837,4.0474,62.1892,45.3418,-19.1823,-36.0296,125.3438,43.9724,39.063,0.7956,0.513,-0.063609,-0.02598,-0.02598,50809363.7,0.055252,0.067537,43.3172788246567
2016,0.079877,45967148.0,0.046289,400136000.0,2.5381,17757000.0,28210148.0,410148.0,125239000.0,62821000.0,64275000.0,127096000.0,104852000.0,-89769000.0,-67008000.0,-67008000.0,148000000.0,148000000.0,125239000.0,422897000.0,11.3439,11.1511,925700600.0,1050939600.0,3.3674,3.4257,0.9322,20.3196,0.01,0.049214,2.6265,1.0583,8.2689,16.7291,22.8628,7.5957,37.254,0.037188,-0.004769,-0.001191,0.005119,0.086705,0.087523,-0.288502,0.046438,0.033854,0.017655,0.020617,0.041731,0.045413,0.074286,0.01568,0.053925,0.021,0.398994,0.127985,0.062072,0.063261,0.045876,0.601006,0.05576,0.01,0.336922,0.745724,0.972461,0.254276,1.4466,49.5758,63.4926,1.7075,18.5992,7.3625,5.7487,19.6245,-6.5133,0.3232,2.3216,2.2577,0.5384,0.5384,0.117486,0.004292,0.113194,0.036584,0.15407,0.072101,0.091511,0.066362,0.01,0.15407,0.01,2.084992,1.319565,0.01,0.349967,0.349967,0.01,0.01,0.650033,1.1645,0.9854,1.1645,3.2197,2.7245,3.2197,3.3765,36.3127,26.5706,-24.2954,-34.0375,79.9763,19.3682,16.3064,0.4669,0.298,-0.090397,-0.067477,-0.067477,53385606.3,0.053759,0.061518,39.1619290961354
